"Index","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted"
"2020-10-23",3464.89990234375,3466.4599609375,3440.44995117188,3465.38989257812,3651600000,3465.38989257812
"2020-10-26",3441.419921875,3441.419921875,3364.86010742188,3400.96997070312,4002210000,3400.96997070312
"2020-10-27",3403.14990234375,3409.51000976562,3388.7099609375,3390.67993164062,3962400000,3390.67993164062
"2020-10-28",3342.47998046875,3342.47998046875,3268.88989257812,3271.03002929688,5139970000,3271.03002929688
"2020-10-29",3277.169921875,3341.05004882812,3259.82006835938,3310.11010742188,4911860000,3310.11010742188
"2020-10-30",3293.59008789062,3304.92993164062,3233.93994140625,3269.9599609375,4843930000,3269.9599609375
"2020-11-02",3296.19995117188,3330.13989257812,3279.73999023438,3310.23999023438,4314690000,3310.23999023438
"2020-11-03",3336.25,3389.48999023438,3336.25,3369.15991210938,4241380000,3369.15991210938
"2020-11-04",3406.4599609375,3486.25,3405.169921875,3443.43994140625,4790400000,3443.43994140625
"2020-11-05",3485.73999023438,3529.05004882812,3485.73999023438,3510.44995117188,4858150000,3510.44995117188
"2020-11-06",3508.34008789062,3521.580078125,3484.34008789062,3509.43994140625,4842460000,3509.43994140625
"2020-11-09",3583.0400390625,3645.98999023438,3547.47998046875,3550.5,8570510000,3550.5
"2020-11-10",3543.26000976562,3557.21997070312,3511.90991210938,3545.53002929688,6037470000,3545.53002929688
"2020-11-11",3563.21997070312,3581.15991210938,3557,3572.65991210938,4635560000,3572.65991210938
"2020-11-12",3562.669921875,3569.02001953125,3518.580078125,3537.01000976562,4909660000,3537.01000976562
"2020-11-13",3552.57006835938,3593.65991210938,3552.57006835938,3585.14990234375,4719580000,3585.14990234375
"2020-11-16",3600.15991210938,3628.51000976562,3600.15991210938,3626.90991210938,5295510000,3626.90991210938
"2020-11-17",3610.31005859375,3623.11010742188,3588.67993164062,3609.53002929688,4812180000,3609.53002929688
"2020-11-18",3612.09008789062,3619.09008789062,3567.330078125,3567.7900390625,5284810000,3567.7900390625
"2020-11-19",3559.40991210938,3585.21997070312,3543.84008789062,3581.8701171875,4363370000,3581.8701171875
"2020-11-20",3579.31005859375,3581.22998046875,3556.85009765625,3557.5400390625,4236370000,3557.5400390625
"2020-11-23",3566.82006835938,3589.81005859375,3552.77001953125,3577.59008789062,5057550000,3577.59008789062
"2020-11-24",3594.52001953125,3642.31005859375,3594.52001953125,3635.40991210938,6280290000,3635.40991210938
"2020-11-25",3635.5,3635.5,3617.76000976562,3629.64990234375,4910440000,3629.64990234375
"2020-11-27",3638.55004882812,3644.31005859375,3629.330078125,3638.35009765625,2778390000,3638.35009765625
"2020-11-30",3634.17993164062,3634.17993164062,3594.38989257812,3621.6298828125,6308410000,3621.6298828125
"2020-12-01",3645.8701171875,3678.44995117188,3645.8701171875,3662.44995117188,5418480000,3662.44995117188
"2020-12-02",3653.78002929688,3670.9599609375,3644.84008789062,3669.01000976562,5041250000,3669.01000976562
"2020-12-03",3668.28002929688,3682.72998046875,3657.169921875,3666.71997070312,5065340000,3666.71997070312
"2020-12-04",3670.93994140625,3699.19995117188,3670.93994140625,3699.1201171875,5099620000,3699.1201171875
"2020-12-07",3694.72998046875,3697.40991210938,3678.8798828125,3691.9599609375,4804500000,3691.9599609375
"2020-12-08",3683.05004882812,3708.44995117188,3678.830078125,3702.25,4584390000,3702.25
"2020-12-09",3705.97998046875,3712.38989257812,3660.5400390625,3672.82006835938,5232800000,3672.82006835938
"2020-12-10",3659.1298828125,3678.48999023438,3645.17993164062,3668.10009765625,4658480000,3668.10009765625
"2020-12-11",3656.080078125,3665.90991210938,3633.39990234375,3663.4599609375,4375470000,3663.4599609375
"2020-12-14",3675.27001953125,3697.61010742188,3645.84008789062,3647.48999023438,4623850000,3647.48999023438
"2020-12-15",3666.40991210938,3695.2900390625,3659.6201171875,3694.6201171875,4387080000,3694.6201171875
"2020-12-16",3696.25,3711.27001953125,3688.57006835938,3701.169921875,4067040000,3701.169921875
"2020-12-17",3713.64990234375,3725.1201171875,3710.8701171875,3722.47998046875,4192810000,3722.47998046875
"2020-12-18",3722.38989257812,3726.69995117188,3685.84008789062,3709.40991210938,7097100000,3709.40991210938
"2020-12-21",3684.28002929688,3702.89990234375,3636.47998046875,3694.919921875,4748580000,3694.919921875
"2020-12-22",3698.080078125,3698.26000976562,3676.15991210938,3687.26000976562,4053310000,3687.26000976562
"2020-12-23",3693.419921875,3711.23999023438,3689.28002929688,3690.01000976562,3779160000,3690.01000976562
"2020-12-24",3694.03002929688,3703.82006835938,3689.32006835938,3703.06005859375,1883780000,3703.06005859375
"2020-12-28",3723.03002929688,3740.51000976562,3723.03002929688,3735.36010742188,3535460000,3735.36010742188
"2020-12-29",3750.01000976562,3756.1201171875,3723.31005859375,3727.0400390625,3393290000,3727.0400390625
"2020-12-30",3736.18994140625,3744.6298828125,3730.2099609375,3732.0400390625,3154850000,3732.0400390625
"2020-12-31",3733.27001953125,3760.19995117188,3726.8798828125,3756.07006835938,3179040000,3756.07006835938
"2021-01-04",3764.61010742188,3769.98999023438,3662.7099609375,3700.64990234375,5.015e+09,3700.64990234375
"2021-01-05",3698.02001953125,3737.830078125,3695.07006835938,3726.86010742188,4591020000,3726.86010742188
"2021-01-06",3712.19995117188,3783.0400390625,3705.34008789062,3748.13989257812,6064110000,3748.13989257812
"2021-01-07",3764.7099609375,3811.55004882812,3764.7099609375,3803.7900390625,5099160000,3803.7900390625
"2021-01-08",3815.05004882812,3826.68994140625,3783.60009765625,3824.67993164062,4773040000,3824.67993164062
"2021-01-11",3803.13989257812,3817.86010742188,3789.02001953125,3799.61010742188,4465430000,3799.61010742188
"2021-01-12",3801.6201171875,3810.78002929688,3776.51000976562,3801.18994140625,4994950000,3801.18994140625
"2021-01-13",3802.22998046875,3820.9599609375,3791.5,3809.84008789062,4602510000,3809.84008789062
"2021-01-14",3814.97998046875,3823.60009765625,3792.86010742188,3795.5400390625,5198480000,3795.5400390625
"2021-01-15",3788.72998046875,3788.72998046875,3749.6201171875,3768.25,5369820000,3768.25
"2021-01-19",3781.8798828125,3804.53002929688,3780.3701171875,3798.90991210938,5014440000,3798.90991210938
"2021-01-20",3816.21997070312,3859.75,3816.21997070312,3851.85009765625,4566190000,3851.85009765625
"2021-01-21",3857.4599609375,3861.44995117188,3845.05004882812,3853.07006835938,4501760000,3853.07006835938
"2021-01-22",3844.23999023438,3852.31005859375,3830.40991210938,3841.46997070312,5110890000,3841.46997070312
